Open,Daily Range,Volume,PREv CLOSE,52Wk Range,Average Vol (30D),BEST BID,BEST ASK,MARKET CAP,SHARES OUT
1.06,1.06-1.24,18455,1.06,0.685,19724.033333,1.16x418,1.25x100,31234040,25188742
